Sparsity,AE_MSE_mean,AE_MSE_std,SAE_MSE_mean,SAE_MSE_std,L0_mean,L0_std,Linear_CKA_mean,Linear_CKA_std,RBF_CKA_mean,RBF_CKA_std,Procrustes_mean,Procrustes_std,RSA_mean,RSA_std,DiagStr_mean,DiagStr_std,OffDiag_mean,OffDiag_std
0.83,0.0028462453535986944,0.001412451178692343,0.022935670498032763,0.014751507154493183,3.56,1.209159487688314,0.8786565255136667,0.05696631991272465,0.869340579267803,0.08019466834372987,0.5319612544090692,0.18827961155861292,0.8964019203657112,0.04041759197617622,0.4472542072037382,0.019882246404297626,0.05580979342164392,0.006640595910373065
0.84,0.0024811637135084617,0.0008896151292026714,0.04883600278665162,0.011225586976953266,1.8233333333333333,0.08730533902472527,0.6886068694369202,0.06153726987132136,0.6750536598292518,0.044948810457542905,0.19439747980780817,0.045609732367946944,0.7564156568261655,0.02803386892163317,0.46171715788359124,0.025179998570147227,0.05089156608531953,0.00777222973514347
0.85,0.0028008597836775557,0.0006688886522212823,0.009758898354803832,0.0067101361217527964,4.326666666666667,0.48147920227380775,0.9196671772324562,0.04401152665526606,0.8997931446295665,0.08501682634236697,0.6823099817652398,0.13102284936758557,0.924232484081816,0.03931264379487275,0.4722909766136369,0.03581259256428789,0.06155039625910939,0.003558621412462324
0.86,0.002038565142764907,0.0007978164980313543,0.021217071231868473,0.024261606342032647,3.2600000000000002,1.6548111674750083,0.8001738739197074,0.21686342881223594,0.8134636882106155,0.21708756366262713,0.5187532034304663,0.376667252146182,0.8552686474392517,0.15449241019459473,0.4574302388790454,0.02773639186293992,0.0579479330858658,0.010553584778387023
0.87,0.0030602031028882665,0.001168432539441458,0.018474686642686717,0.01328601711335302,3.573333333333333,0.7308594636149659,0.8673556071185757,0.06647675731536537,0.8652323436783114,0.07885077122531753,0.5314939209273283,0.13906455557758188,0.8769435068327759,0.06037889739093558,0.48152957040576827,0.025770137599784956,0.05873961528965369,0.0010907513989724597
0.88,0.0022418880557298995,0.0011072816129203827,0.025752012873394726,0.025280579557569773,3.0066666666666664,1.5226366021550324,0.8056621458879946,0.1829566390087172,0.8186959189665238,0.1845802892442771,0.45840182349552433,0.32823632023859906,0.8329833958728864,0.1615603835595334,0.4837797610523962,0.012057820245362715,0.06073247395125705,0.0053968573621214905
0.89,0.00298501011767279,0.0011939777847433358,0.02052408091375184,0.005661139939908193,2.9766666666666666,0.3007028803025043,0.8375040932610162,0.06991156188666402,0.8213119895177962,0.08303569179026933,0.43438610570856984,0.10138971299090431,0.8706729269334762,0.05748867258263164,0.44063097566048137,0.034560216256300486,0.052850558739054754,0.006525702813979614
